Renda;Total.Geral.de.Vagas;Quarto.s...dormitórios.;Área.considerada.para.avaliação..m2.;R..m2;Data.de.Refência.da.Avaliação;Valor.de.Avaliação..R..;Nº.de.Unidades.no.Andar.da.UP;Nº.de.pavimentos.do.Prédio..UP.;Padrão.das.Edificações.na.Região_Alto (por predominância);Padrão.das.Edificações.na.Região_Baixo;Padrão.das.Edificações.na.Região_Normal (c/ aspectos de alto);Padrão.das.Edificações.na.Região_Normal (c/ aspectos de baixo);Estado.de.Conservação.do.prédio..UP._Bom (aparência de novo);Estado.de.Conservação.do.prédio..UP._Regular (reparos importantes);Estado.de.Conservação.do.prédio..UP._Regular (reparos simples);Idade.Estimada.da.edificação.como.um.todo_<= 5;Idade.Estimada.da.edificação.como.um.todo_> 10 <= 20;Idade.Estimada.da.edificação.como.um.todo_> 20 <= 50;Idade.Estimada.da.edificação.como.um.todo_> 50 <= 100;Equipamentos.de.Segurança_SIM;Espaço.com.Churrasqueira_NÃO;Mini.Quadra.Esportiva_SIM;Piscina_NÃO;Portaria.e.ou.Guarita_NÃO;Salão.de.Festas_NÃO;Outros.Salões.de.Lazer_SIM;Sauna...Ofurô...Hidromassagem_SIM;Quadra.Poliesportiva_SIM;Pilotis_SIM;Acabamento.Fachada.Principal.da.Edificação_Cerâmica de Boa Qualidade;Acabamento.Fachada.Principal.da.Edificação_Granito ou Compatível;Acabamento.Fachada.Principal.da.Edificação_Pastilha;Acabamento.Fachada.Principal.da.Edificação_Porcelanato;Esquadrias.Fachada.Principal.da.Edificação_Ferro;Esquadrias.Fachada.Principal.da.Edificação_Madeira;Esquadrias.Fachada.Principal.da.Edificação_Vidro Temperado;Padrão.de.acabamento.da.Unidade_Alto (superior, luxo);Padrão.de.acabamento.da.Unidade_Normal (c/ aspectos de alto);Padrão.de.acabamento.da.Unidade_Normal (c/ aspectos de baixo);Estado.de.Conservação.da.Unidade_Bom (aparência de novo);Estado.de.Conservação.da.Unidade_Regular (reparos importantes);Estado.de.Conservação.da.Unidade_Regular (reparos simples)
2120;1;2;44,21;2895,27;17595;128000;6;10;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6733;2;3;115,91;5780,35;17597;670000;2;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4194;1;3;70;2742,86;17613;192000;4;4;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1838;1;1;37,22;2283,72;17611;85000;4;4;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8630;2;3;151,79;4282,23;17610;650000;4;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
8072;2;3;105,89;3258,1;17612;345000;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
11887;4;4;281,18;7006,19;17570;1970000;1;10;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1648;1;2;44,65;2911,53;17612;130000;8;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2062;1;3;76,33;2685,71;17618;205000;8;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5497;1;2;62,48;3618,58;17625;226000;4;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8527;2;2;217,91;3212,34;17612;7,00E+05;4;10;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0
1341;1;2;48,37;3153,49;17620;152500;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4214;2;1;74;4527,03;17610;335000;6;18;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3944;1;2;90,4;3152,65;17618;285000;7;9;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4214;1;2;56,85;4309,59;17610;245000;6;19;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
11887;1;2;80;4375;17577;350000;6;9;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2062;1;2;65;3000;17613;195000;8;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7773;2;3;135;3370,37;17624;455000;4;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
8601;1;2;95;3368,42;17618;320000;4;3;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1928;1;3;61,21;2760,99;17616;169000;10;12;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
9708;1;3;75;4800;17617;360000;6;17;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4648;1;2;75;2893,33;17616;217000;5;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2405;1;2;47,06;3081,17;17612;145000;12;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
12398;1;1;65;5846,15;17613;380000;4;14;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4564;1;2;43,64;2445;17623;106700;10;5;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4745;2;2;81,35;3650,89;17610;297000;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2670;1;2;44,21;2827,41;17609;125000;6;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7789;1;3;97,37;4262,09;17617;415000;4;6;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9670;3;2;220;4145,45;17614;912000;1;13;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
11000;2;3;175,87;4236,08;17618;745000;4;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
4801;1;3;141,07;2374,71;17613;335000;4;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
5308;1;1;91;3406,59;17613;310000;8;13;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6598;1;2;70;3142,86;17620;220000;6;10;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4214;2;2;75,75;3788,78;17617;287000;6;15;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3659;1;2;79,67;2334,63;17623;186000;4;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3526;2;4;108,14;3698,91;17624;4,00E+05;4;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
4214;2;3;79,27;4311,2;17609;342000;4;23;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4801;1;2;65,89;4553,04;17569;3,00E+05;6;18;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
2339;1;2;65,06;2536,12;17609;165000;2;3;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7979;1;2;70;3571,43;17619;250000;4;4;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2870;1;3;83,02;2180,2;17624;181000;2;4;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3917;1;2;46,95;3088,39;17616;145000;4;4;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3386;1;2;68;4779,41;17617;325000;8;20;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3772;1;2;55;3145,45;17613;173000;4;4;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
7502;1;3;73,37;2998,5;17611;220000;6;7;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2013;1;2;53,19;3760,11;17618;2,00E+05;8;12;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4745;2;3;105;4666,67;17619;490000;4;17;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
2062;1;3;65;3584,62;17609;233000;8;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4302;1;2;57,87;3888,02;17588;225000;6;18;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4214;1;2;55,33;5060,55;17570;280000;6;13;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1648;1;2;44,76;2904,38;17637;130000;8;4;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3081;1;2;51,91;2793,3;17627;145000;4;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2670;1;2;61,21;2842,67;17627;174000;12;12;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2062;1;2;48,35;3317,59;17620;160000;10;12;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2840;1;1;41,17;3934,9;17639;162000;6;13;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4745;2;3;97,53;5434,23;17638;530000;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
4564;1;2;46,51;2428;17641;112900;10;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
1505;1;2;49,57;3227,76;17641;160000;6;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1842;1;3;48,35;6175,7;17640;299000;8;12;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2831;1;1;48,02;2568,14;17637;124000;12;12;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7794;2;3;142,49;4210,82;17591;6,00E+05;4;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0
8585;3;4;130;4461,54;17639;580000;3;13;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4214;1;2;56,85;4840,3;17631;275000;6;18;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4564;1;2;44,69;2349,52;17644;105000;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8014;2;2;96;2708,33;17641;260000;6;5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7608;1;3;115;3043,48;17632;350000;4;10;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5951;1;3;90,04;2665,48;17631;240000;4;5;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
3694;1;3;78,89;3828,12;17639;302000;8;8;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
6598;2;2;64,47;5351,33;17638;345000;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1627;1;2;45,55;2854,01;17637;130000;1;2;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
5480;1;2;42,07;4635,13;17626;195000;8;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3158;1;2;62,19;2572,76;17638;160000;4;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7654;2;3;105,32;4671,48;17638;492000;8;24;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2564;1;2;44,3;3160,27;17633;140000;10;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4886;1;2;61,52;3088,43;17625;190000;8;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4214;0;2;51,38;2530,17;17633;130000;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8072;0;1;46;3913,04;17625;180000;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2564;1;2;44,6;2466,37;17625;110000;6;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1821;1;2;47,39;2679,89;17627;127000;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4302;1;2;48,08;5199,67;17633;250000;8;18;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
9034;2;3;105;4666,67;17638;490000;4;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
9246;1;3;87;3638,7;17639;317000;4;10;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5951;1;2;75,76;2679,51;17628;203000;2;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2593;1;2;46,95;2981,9;17631;140000;4;4;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
6295;2;2;82,11;5419,56;17646;445000;4;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
2749;1;2;42,35;2479,34;17644;105000;4;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4564;1;2;43,64;2635,2;17644;115000;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5167;1;2;75;3600;17631;270000;6;16;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5480;1;2;69,94;3188,45;17634;223000;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4569;1;2;72,72;4469,2;17639;325000;2;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2627;1;3;64,23;2335,36;17631;150000;4;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6615;2;3;90;5711,11;17627;514000;6;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
4564;1;2;44,3;2483,07;17625;110000;10;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9708;0;2;60;6166,67;17632;370000;6;17;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6990;2;3;92;6250;17639;575000;4;20;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
8585;1;2;81,31;5534,37;17637;450000;4;17;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
2192;1;2;72,47;2249,21;17632;163000;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9708;2;3;90;4555,56;17647;410000;4;10;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
7302;2;4;144,84;4004,42;17648;580000;4;19;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
4029;1;2;45,79;2839,05;17644;130000;4;4;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4727;1;2;51,91;2600,65;17647;135000;2;4;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4256;1;2;55;4272,73;17647;235000;6;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3525;1;3;95;2631,58;17655;250000;2;5;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1698;1;2;40,42;2223,23;17651;90000;4;4;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
6598;1;2;50;3900;17644;195000;6;11;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2997;0;3;84;2261,9;17648;190000;2;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8327;1;2;77,61;4058,76;17654;315000;4;19;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
9663;1;3;110;3764,21;17645;415000;4;14;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1648;1;2;42,74;3041,65;17648;130000;8;4;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6163;1;2;84,08;2950,76;17653;248100;4;12;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11000;2;3;129,51;4980,31;17644;645000;4;25;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
5275;2;3;95;4539,75;17651;430000;3;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4564;1;2;43,64;2474,79;17654;108000;10;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
2749;1;2;42,35;2479,34;17644;105000;4;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2120;1;2;47,6;2415,97;17645;115000;10;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9077;2;3;87,72;5927,95;17648;520000;9;27;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6832;2;3;98,82;4503,14;17653;445000;6;12;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7392;1;2;107,74;3527,01;17644;380000;4;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3545;1;2;55;2727,27;17657;150000;6;8;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7789;1;2;87,85;3999,11;17646;351000;4;5;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3430;1;2;45;4444,44;17645;2,00E+05;4;4;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5385;1;2;59,2;2483,11;17647;147000;8;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5413;1;3;103,22;2615,77;17653;270000;4;19;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8630;1;3;73,51;2856,75;17645;210000;4;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1664;1;2;44,99;3334,07;17659;150000;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1648;1;2;44,76;2904,38;17651;130000;8;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4214;1;2;57;3964,91;17655;226000;5;17;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1305;1;2;59,33;2157,42;17647;128000;2;2;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
5081;1;2;70;3071,43;17605;215000;4;4;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13834;1;2;92,42;6221,6;17644;575000;4;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
3497;1;2;43,86;2576,38;17640;113000;4;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4564;1;2;44,3;3273,14;17655;145000;10;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3665;1;2;70,03;4283,88;17645;3,00E+05;4;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2986;1;2;53,73;2791,74;17655;150000;4;7;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
3679;1;2;46,67;2678,38;17637;125000;4;4;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6372;1;2;97;3618,56;17646;351000;6;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2037;1;2;56,95;3687,45;17648;210000;8;24;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
1648;2;2;57;3157,89;17658;180000;8;12;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
